"Life Begins at the End of Your Comfort Zone video_22","https://www.youtube.com/watch?v=cmN4xOGkxGo"
"The Real Risk of Forgiveness–And Why It’s Worth It video_23","https://www.youtube.com/watch?v=mEK2pIiZ2I0"
"A perfect apology in three steps video_24","https://youtube.com/watch?v=Pwl5PExezeg"
"How to seek forgiveness when relationships are on the line video_25","https://www.youtube.com/watch?v=ZTqYEqDbtyU"
"You’ll never look at a bra the same way again video_26","https://www.youtube.com/watch?v=GrxJ-9_qXeM"
"Why it’s our shared responsibility to protect kids video_27","https://www.youtube.com/watch?v=egiBgmvv8wA"
"A guide to believing in yourself (but for real this time) video_28","https://www.youtube.com/watch?v=jpRqbP9Nv9k"
"How to talk to the worst parts of yourself video_29","https://www.youtube.com/watch?v=gUV5DJb6KGs"
"Getting stuck in the negatives (and how to get unstuck) video_30","https://www.youtube.com/watch?v=7XFLTDQ4JMk"
"Autism research takes brains: Cynthia Schumann at TEDxUCDavis video_31","https://www.youtube.com/watch?v=0-dja9Ys4Sg"
"Unveiling Company Cultures video_32","https://www.youtube.com/watch?v=00r6B4g5AI0"
"Why the word yes Is holding you back video_33","https://www.youtube.com/watch?v=mFtHKTgyjyU"
"Is there such a thing as 'good bragging'? video_34","https://www.youtube.com/watch?v=AdKtM-sPY34"
"Challenges and Rewards of a culturally-informed approach to mental health video_35","https://www.youtube.com/watch?v=VrYmQDiunSc"
"Interrupting gender bias through meeting culture video_36","https://www.youtube.com/watch?v=AX3GuacF6l8"
"Why We Should Be More Sexist video_37","https://www.youtube.com/watch?v=VOnNDiOtBgk"
"Female Directors in Hollywood & Impact of Movies Made From 1 Perspective video_38","https://www.youtube.com/watch?v=9h-I5yCHrS0"
"How Long It Takes To Change Your Life? video_39","https://www.youtube.com/watch?v=g85WsxE1gAU"
"Increase your self-awareness with one simple fix video_40","https://www.youtube.com/watch?v=tGdsOXZpyWE"
"I've lived as a man & a woman -- here's what I learned video_41","https://www.youtube.com/watch?v=lrYx7HaUlMY"
"Why I Left an Evangelical Cult video_42","https://www.youtube.com/watch?v=-U4Cq-dgNnw"
"Street harassment - it’s not ok video_43","https://www.youtube.com/watch?v=bGZbyUGm3vs"
"The Sex Talks We Never Had, That Can Save Our Kids video_44","https://www.youtube.com/watch?v=k5bxxen5cAo"
"How changing your mindset can help you embrace change video_45","https://www.youtube.com/watch?v=S9r6h6Cda7M"
"How Adaptability Will Help You Deal With Change video_46","https://www.youtube.com/watch?v=Wur3RaGNRS8"
"Select the right relationship video_47","https://www.youtube.com/watch?v=jodhovumkHQ"
"The Antidote to Anger video_48","https://www.youtube.com/watch?v=hCIfi-xvjgE"
"Pitch Perfect: How Tone Bridges Barriers video_49","https://www.youtube.com/watch?v=-KNN4zETSjE"
"How To Live A Fulfilled Life – Lessons From My Dying Patients video_50","https://www.youtube.com/watch?v=YkOlMKD8b7Y"
"My No Spend Year | Michelle McGagh video_51","https://www.youtube.com/watch?v=vRudjy0cub0"
"Relationships Are Hard, But Why? video_52","https://www.youtube.com/watch?v=2xKXLPuju8U"
"The Exercise Happiness Paradox video_53","https://www.youtube.com/watch?v=8so1WZ4j1oQ"
"Sleepy teens: A public health epidemic video_54","https://www.youtube.com/watch?v=G0Zj_InJ4BQ"
"The Connection the Addict Craves video_55","https://www.youtube.com/watch?v=9Icg4fqFRhc"
"What I learned from getting rid of 99% of my stuff video_56","https://www.youtube.com/watch?v=TNB0-s6JTug"
"Six behaviors to increase your confidence video_57","https://www.youtube.com/watch?v=IitIl2C3Iy8"
"How to believe in yourself video_58","https://www.youtube.com/watch?v=-ki9-oaPwHs"
"How To Eliminate Self Doubt Forever & The Power of Your Unconscious Mind video_59","https://www.youtube.com/watch?v=v1ojZKWfShQ"
"The secrets of people who love their jobs video_60","https://www.youtube.com/watch?v=F9b0fi7p3Ts"
"No Title Provided video_61","https://www.youtube.com/watch?v=rFV7wdEX-Mo"
"How to motivate yourself to change your behavior video_61","https://www.youtube.com/watch?v=xp0O2vi8DX4"
"How to Succeed Without Confidence, Motivation, or Healing video_62","https://www.youtube.com/watch?v=DCh3N2ulmJY"
"How to Love Yourself to the Core video_63","https://www.youtube.com/watch?v=ZQNk7KVU_6A"
"How to Be Happy Every Day: It Will Change the World video_64","https://www.youtube.com/watch?v=78nsxRxbf4w"
"Own your face video_65","https://www.youtube.com/watch?v=QbxinUJcLGg"
"The Simple Secret of Being Happier STAR！！！ video_66","https://www.youtube.com/watch?v=gYeHV_nA36c"
"The Secret of Becoming Mentally Strong STAR！ video_67","https://www.youtube.com/watch?v=TFbv757kup4"
"The Magic of Not Giving a F*** video_68","https://www.youtube.com/watch?v=GwRzjFQa_Og"
"How to challenge your negative self-talk STAR！ video_69","https://www.youtube.com/watch?v=JkB7hJan0Q0"
"How I Overcame My Fear of Public Speaking STAR！！ video_70","https://www.youtube.com/watch?v=aImrjNPrh30"
"Speaking Up Without Freaking Out STAR！！！ video_71","https://www.youtube.com/watch?v=XIXvKKEQQJo"
"5 steps to designing the life you want STAR！！ video_72","https://www.youtube.com/watch?v=SemHh0n19LA"
"How to Deal with Difficult People STAR！！ video_73","https://www.youtube.com/watch?v=kARkOdRHaj8"
"How to deal with toxic family relationships STAR！！ video_74","https://www.youtube.com/watch?v=k2oDeOmNqbA"
"Attachment theory is the science of love STAR！ video_75","https://www.youtube.com/watch?v=9idayJyWCWs"
"You Don't Find Happiness, You Create It STAR！！ video_76","https://www.youtube.com/watch?v=9DtcSCFwDdw"
"How to save lives with two minutes of listening STAR！ video_77","https://www.youtube.com/watch?v=RYzl1KlOqJk"
"How AI could steal your digital likeness STAR！！ video_78","https://www.youtube.com/watch?v=8a1W7d0NmKo"
"How Machine Learning Reduces People to Patterns, Missing True Connection video_79","https://www.youtube.com/watch?v=83t9Mkv0ZOQ"
"如何改变不健康的工作环境 video_80","https://www.youtube.com/watch?v=eYLb7WUtYt8"
"Beautiful minds are free from fear video_81","https://www.youtube.com/watch?v=1XDpa2HLXV0"
"Quit social media video_82","https://www.youtube.com/watch?v=3E7hkPZ-HTk"
"Smartphones: It’s Time to Confront Our Global Addiction STAR！ video_83","https://www.youtube.com/watch?v=2ldLwkj4dRc"
"SOCIAL MEDIA ADDICTION STAR！ video_84","https://www.youtube.com/watch?v=JH5bC-SLvb4"
"What makes a great power great? Unpacking global influence video_85","https://www.youtube.com/watch?v=Hdv6z-54Qrw"
"La Memoria come pratica Antimafia  STAR!! video_86","https://www.youtube.com/watch?v=Glr50TMxSV0"
"Reclaim your love of teaching video_87","https://www.youtube.com/watch?v=1najAXi1oYQ"
"Encourage critical thinking with 3 questions video_88","https://www.youtube.com/watch?v=0hoE8mtUS1E"
"Intermittent Fasting: Transformational Technique  STAR! video_89","https://www.youtube.com/watch?v=A6Dkt7zyImk"
"How Storytelling Can Heal Trauma and Our Divided World STAR！！ video_90","https://www.youtube.com/watch?v=ymJX7Qdygwo"
"7 Ways to Make a Conversation With Anyone video_91","https://www.youtube.com/watch?v=F4Zu5ZZAG7I"
"How to manage your mental health video_92","https://www.youtube.com/watch?v=rkZl2gsLUp4"
"How music can future proof your brain STAR!!! video_93","https://www.youtube.com/watch?v=HBtGurhQC64"
"How Meditation Can Reshape Our Brains STAR! video_94","https://www.youtube.com/watch?v=m8rRzTtP7Tc"
"30 seconds to mindfulness  STAR!! video_95","https://www.youtube.com/watch?v=ad7HqXEc2Sc"
"Secrets of the 6%: How to Achieve Your Goals in Business and Life STAR! video_96","https://www.youtube.com/watch?v=_loo9JkX_FY"
"How to improve your workplace relationships STAR!!! video_97","https://www.youtube.com/watch?v=WHzmRTzMKRI"
"How AI Immersive Learning Reshapes Education and Work STAR!!! video_98","https://www.youtube.com/watch?v=Cj7DUKX8P3I"
"AI in Schools: Cheater or Tutor? STAR!! video_99","https://www.youtube.com/watch?v=xgqiGuIV6-Q"
"The Secret to Understanding Humans video_100","https://www.youtube.com/watch?v=RSlc9IxdBw8"
"Historia de un emprendedor video_101","https://www.youtube.com/watch?v=TGIp0jehZXE"
"My Life Journey With NO IFs & BUTs video_102","https://www.youtube.com/watch?v=gdRiTEAiiy4"
"Education Reimagined: Student-led Learning STAR!! video_103","https://www.youtube.com/watch?v=NTHBdIeV-8o"
"Technology, The best or worst thing for education video_104","https://www.youtube.com/watch?v=9IbN1LxXevM"
"How to use fear as fuel  STAR! video_105","https://www.youtube.com/watch?v=EfXNJztx_R0"
"What If? video_106","https://www.youtube.com/watch?v=cWnt2ND50Ro"
"Nacido para emprender video_107","https://www.youtube.com/watch?v=xwNqcQ4_o_w"
"Transforma tu realidad SPECIAL STAR! video_108","https://www.youtube.com/watch?v=l9EOVWeI0D0"
"The Power of Ambition STAR！ video_109","https://www.youtube.com/watch?v=TtffCNeZETI"
"Unexplored Ways video_110","https://www.youtube.com/watch?v=xhnas_06xEE"
"A Life with New Passions Everyday video_111","https://www.youtube.com/watch?v=9mVlAzX55HU"
"Depression and spiritual awakening -- two sides of one door video_112","https://www.youtube.com/watch?v=7c5t6FkvUG0"
"The Medicine of Frequencies. What did Einstein mean? video_113","https://www.youtube.com/watch?v=JGxWT4EUVbs"
"Resilience: How to Emerge from your Tragedies Stronger video_114","https://www.youtube.com/watch?v=HA-0rvrWu7c"
"A Better Way to Talk About Resilience video_115","https://www.youtube.com/watch?v=yL9GAoBYa3g"
"How to build resilient children video_116","https://www.youtube.com/watch?v=G_3cvSZiFVs"
"The importance of pain on the path to resilience video_117","https://www.youtube.com/watch?v=LihbTawabUg"
"How Leaders Tell Stories video_118","https://www.youtube.com/watch?v=yDTcAeSTXOs"
"How to make space in a world with too much technology video_119","https://www.youtube.com/watch?v=GYmghUsMojE"
"Menos emoção e mais razão STAR！ video_120","https://www.youtube.com/watch?v=mZ72nuAjNNs"
"Why you should set intentionally unrealistic goals video_121","https://www.youtube.com/watch?v=Wg_9MKUJee8"
"The Power of Deliberate LIstening video_122","https://www.youtube.com/watch?v=A343tlP5iUA"
"The 3 Magic Ingredients of Amazing Presentations video_123","https://www.youtube.com/watch?v=yoD8RMq2OkU"
"Conflict and Negotiation: From Flames to Solutions STAR！ video_124","https://www.youtube.com/watch?v=ulDT5C_LXkk"
"Breaking the Habit of Smalltalk video_125","https://www.youtube.com/watch?v=kkrWneKlNwM"
"Small talk, big connections video_126","https://www.youtube.com/watch?v=hs-61K-bJds"
"A Business Case STAR！！ video_127","https://www.youtube.com/watch?v=rAFXfY9GZxY"
"Moving first impressions from small talk to deep connection video_128","https://www.youtube.com/watch?v=6x6cmsiecTs"
"Suba no seu caixote e mostre quem você é video_129","https://www.youtube.com/watch?v=jWoiizCh8MQ"
"Autoestima: o poder de ser você mesmo STAR！ video_130","https://www.youtube.com/watch?v=CQcvXlZbW7k"
"Como aprender a se amar? video_131","https://www.youtube.com/watch?v=mj-sZGsJoLs"
"Being Brilliant Every Single Day video_132","https://www.youtube.com/watch?v=Q_fFattg8N0"
"Cell Phone Addiction video_133","https://www.youtube.com/watch?v=qBbEXJ-Uqi0"
"How to parent a teen from a teen’s perspective video_134","https://www.youtube.com/watch?v=0vdPxLfAsqo"
"Educação financeira video_135","https://www.youtube.com/watch?v=JeE1gIKD5VU"
"How Music Influences our Emotions, Feelings, and Behaviors video_136","https://www.youtube.com/watch?v=jPDKi-i618U"
"Leve o coração para o trabalho video_137","https://www.youtube.com/watch?v=xXH44I-31mA"
"Ouse ser Humano video_138","https://www.youtube.com/watch?v=u5Qh8MjnOwc&list=PLsRNoUx8w3rOwHx4kVJL5ksS9vTxj5hXn&index=17"
"Resilience: A Mindset for Everyday Life video_139","https://www.youtube.com/watch?v=dU53bCvb-1c"
"Work is not your family video_140","https://www.youtube.com/watch?v=0yy311VxfP0"
"Saber fazer perguntas é mais importante que saber as respostas video_141","https://www.youtube.com/watch?v=81F1Pfx9LTk"
"Communication in the 21st Century: Is It What You Say, Not How You Say It? video_142","https://www.youtube.com/watch?v=laDnZ_FWyhM"
"How to design and build a healthy company culture video_143","https://www.youtube.com/watch?v=F9OQhNgD_78"
"What's wrong with our food system video_144","https://www.youtube.com/watch?v=F7Id9caYw-Y"
"It’s Not What You Teach, It’s What Kind of Teacher You Are video_145","https://www.youtube.com/watch?v=diFrz4RENEY"
"Affect/Possibility STAR！ video_146","https://www.youtube.com/watch?v=HKGkBRk1kSo"
"Never Split The Difference video_147","https://www.youtube.com/watch?v=MjhDkNmtjy0"
"Why I’m betting on women’s sports (and you should too) video_148","https://www.youtube.com/watch?v=2bqZQequyC4"
"The psychology of seduction video_149","https://www.youtube.com/watch?v=3E46oWB4V0s"
"Everyone can become a polygot video_150","https://www.youtube.com/watch?v=jPogA5nDcCI"
"Delayed Gratification: Your Superpower to Success video_151","https://www.youtube.com/watch?v=OfOr-HP3QmA"
"Felicidade é aqui e agora video_152","https://www.youtube.com/watch?v=HsQx02JdZ2Q"
"La revolución de la conciencia video_153","https://www.youtube.com/watch?v=_ya64R_yuS8"
"The AI revolution we're not ready for video_154","https://www.youtube.com/watch?v=MEivlFirreg"
"How to know your life purpose in 5 minutes STAR！ video_155","https://www.youtube.com/watch?v=vVsXO9brK7M"
"A one minute TEDx Talk for the digital age video_156","https://www.youtube.com/watch?v=1aA1WGON49E"
"Being an Introvert is a Good Thing. STAR！ video_157","https://www.youtube.com/watch?v=0oAJsPFH2wk"
"How to Become a Confident Introvert video_158","https://www.youtube.com/watch?v=RWMIZjpR7Jg"
"讲故事，心理学和神经学的关系 video_159","https://www.youtube.com/watch?v=KKB_JVNGjLY"
"Why modern parenting is turning to Bluey video_160","https://www.youtube.com/watch?v=JEEaJvN9HZM"
"Quantum Physics for 7 Year Olds STAR！！！ video_161","https://www.youtube.com/watch?v=ARWBdfWpDyc"
"What Makes People Engage With Math  STAR！ video_162","https://www.youtube.com/watch?v=s_L-fp8gDzY"
"Não deixe o seu cérebro te sabotar video_163","https://www.youtube.com/watch?v=n1nBkfJDyZA"
"El valor del esfuerzo. video_164","https://www.youtube.com/watch?v=FXL2G1p-EDw"
"What you don't know about hearing aids video_165","https://www.youtube.com/watch?v=0vf1q_HgLpw"
"Inside the cockpit: Prioritize like a pilot video_166","https://www.youtube.com/watch?v=f-AlzKHYrG0"
"Why chasing happiness is nuts: What to do instead video_167","https://www.youtube.com/watch?v=F5cAzOcn-c4"
"教育如何讓孩子成為自己 STAR!!! video_168","https://www.youtube.com/watch?v=2ND526EXAus"
"Cómo motivar a los profesionales de tu empresa en 10 minutos STAR! video_169","https://www.youtube.com/watch?v=OF_rEVrQHvI"
"Cambia tus pensamientos y cambia tu actitud video_170","https://www.youtube.com/watch?v=pI3EgEamWWA"
"El cerebro de los adolescentes y ¿por qué actúan así? video_171","https://www.youtube.com/watch?v=a1fdmXLSF-4"
"5 Pasos Para Cumplir Tus Sueños video_172","https://www.youtube.com/watch?v=aykt2BEEXDg"
"Why I stopped watching porn video_173","https://www.youtube.com/watch?v=gRJ_QfP2mhU"
"How to stop feeling anxious about anxiety  STAR!! video_174","https://www.youtube.com/watch?v=ZidGozDhOjg"
"Comunicación efectiva, ¿cuál es el secreto? STAR!! video_175","https://www.youtube.com/watch?v=t-ULWDQ2t8c"
"Lo positivo de fracasar en el amor STAR!! video_176","https://www.youtube.com/watch?v=xbX3NOiRX_w"
"¿Qué es un Nómada Digital? STAR!! video_177","https://www.youtube.com/watch?v=XttjLA4mEmQ"
"Change Your Brain, Change Your Life video_178","https://www.youtube.com/watch?v=MLKj1puoWCg"
"La Interocepción: Nuestro Sexto Sentido STAR!! video_179","https://www.youtube.com/watch?v=mSb8oQnzGQs"
"The most important lesson from 83,000 brain scans STAR!! video_180","https://www.youtube.com/watch?v=esPRsT-lmw8&rco=1"
"How to protect your brain from stress STAR! video_181","https://www.youtube.com/watch?v=Nz9eAaXRzGg&t=193s"
"Errei, parei! Que erro! STAR!! video_182","https://www.youtube.com/watch?v=DHP_kSq_BJA"
"Everything you need to write a poem (and how it can save a life) STAR!! video_183","https://www.youtube.com/watch?v=z0BUYzMypi8"
"No Creas Todo lo que Piensas  STAR!! video_184","https://www.youtube.com/watch?v=lfoPMbczkuU"
"Sugar is Not a Treat video_185","https://www.youtube.com/watch?v=tic7X3ET4gE"
"Power Foods for the Brain video_186","https://www.youtube.com/watch?v=v_ONFix_e4k"
"Escaping Porn Addiction video_187","https://www.youtube.com/watch?v=dbYWKVAeu6Y"
"The Suspect Within: How to interrogate yourself video_188","https://www.youtube.com/watch?v=vvGYsNI8T9Q"
"Exercise on Gratitude STAR! video_189","https://www.youtube.com/watch?v=7DlMMih-QTA"
"Understanding childhood trauma and abuse video_190","https://www.youtube.com/watch?v=y2LMPCnZhtY"
"What you should know about raising an autistic child  STAR!!! video_191","https://www.youtube.com/watch?v=LawBw9gbv_w"
"Why everything you know about autism is wrong STAR!! video_192","https://www.youtube.com/watch?v=A1AUdaH-EPM"
"What Being Autistic Taught Me About Being Human video_193","https://www.youtube.com/watch?v=KeMW2Asu8vg"
"Invisible Diversity: A Story Of Undiagnosed Autism video_194","https://www.youtube.com/watch?v=cF2dhWWUyQ4"
"Residuos difíciles, mercados fáciles video_195","https://www.youtube.com/watch?v=sWGkzlSLC3s"
"YAVAŞÇA ACELE ET video_196","https://www.youtube.com/watch?v=Koz7kwPJ6vw"
"The Ultimate Win-Win: Why DEI Can't DIE video_197","https://www.youtube.com/watch?v=F67Mdjphed0"
"Young Voices, Big Impact video_198","https://www.youtube.com/watch?v=OXv8O6n7ODE"
"How to use creativity to solve any problem STAR!!! video_199","https://www.youtube.com/watch?v=FttHpVNArZs"
"What is a Thought? How the Brain Creates New Ideas  STAR! video_200","https://www.youtube.com/watch?v=oJfFMoAgbv8"
"Y’ALL: YOU Are Limitless Love STAR! video_201","https://www.youtube.com/watch?v=hP8OgHrh3ZQ"
"When Life Gives You Lyme video_202","https://www.youtube.com/watch?v=5vypQKqi7uA"
"Why female leaders excel at leading in chaos STAR!! video_203","https://www.youtube.com/watch?v=YQjDGu_Nzjw"
"Want to learn better? Start mind mapping STAR! video_204","https://www.youtube.com/watch?v=5nTuScU70As"
"REWRITING YOUR LIFE STORY STAR!! video_205","https://www.youtube.com/watch?v=QhTPzc1QRas"
"STORY-FLECTION: HARNESS THE POWER OF EVERYDAY LIFE video_206","https://www.youtube.com/watch?v=2cRVEiR1oZU"
"How to connect with Different people STAR!! video_207","https://www.youtube.com/watch?v=HyRGCco0his"
"Oscillatory State-Space Models: A New AI Framework video_208","https://www.youtube.com/watch?v=_MpDy6bL0XE"
"Neutrons for Networks: Powering AI Sustainably with Nuclear Energy video_209","https://www.youtube.com/watch?v=nQGoEjvJ3gY"
"Electrification and Computing: The unexpected insight from Phyllis Fox  video_210","https://www.youtube.com/watch?v=v4h7FQimuPw"
"Hearing the Label Bell video_211","https://www.youtube.com/watch?v=SGsXL3gmCdg"
"Comparison can be toxic, here is how I overcome it video_212","https://www.youtube.com/watch?v=HKTOpHIr9mc"
"Avoiding Social Comparison through DCE Method STAR!!! video_213","https://www.youtube.com/watch?v=dQ6YjZHofe4"
"The Fake Reality of Social Media: Accepting Yourself STAR!! video_214","https://www.youtube.com/watch?v=thrr_398FHw"
"You cannot make everyone happy video_215","https://www.youtube.com/watch?v=kLyRBcOcOvI"
"Harnessing the Benefits of Intentional Meditation STAR!!! video_216","https://www.youtube.com/watch?v=oUXwHtXY2aQ"
"How to find out who you really are video_217","https://www.youtube.com/watch?v=hZ84skZFFIY"
"The Art of Storytelling in the News World STAR! video_218","https://www.youtube.com/watch?v=JwHCOI8V4LQ"
"How Self Forgiveness Leads to Light, Love and a Joyful Life! STAR! video_219","https://www.youtube.com/watch?v=p-at-yS6eaU"
"How forgiving my father liberated me STAR! video_220","https://www.youtube.com/watch?v=jSkoP02v7Eg"
"The life-long impact of absent fathers STAR!! video_221","https://www.youtube.com/watch?v=vIAFSKr2xvE"
"The Freedom of Forgiveness STAR! video_222","https://www.youtube.com/watch?v=YrNqssOVHUU"
"No Sex Marriage – Masturbation, Loneliness, Cheating and Shame STAR!! video_223","https://www.youtube.com/watch?v=LVgzOyHVcj4"
"The Real Reason Relationships Fail video_224","https://www.youtube.com/watch?v=KeeWRg_TofE"
"The Art of Being Your Own Best Friend STAR!! video_225","https://www.youtube.com/watch?v=-W1OXmQQRe0"
"The surprising secret that solves your problems quickly video_226","https://www.youtube.com/watch?v=tEPEHpgK09Q"
"Dance with the Earth, Partner with Nature video_227","https://www.youtube.com/watch?v=lk1MkUdOQQw"
"How I learned to regulate my emotions STAR! video_228","https://www.youtube.com/watch?v=Jh-nyAD-CPU"
"Three Colors, Three Cultures  STAR!! video_229","https://www.youtube.com/watch?v=G7U7lryJfvk"
"Make Positivity Your Superpower STAR!!! video_230","https://www.youtube.com/watch?v=JLI_fbzIHwQ"
"Toxic Positivity And Its Antidote STAR! video_231","https://www.youtube.com/watch?v=pCdan_hhSSg"
"How to build a business with purpose STAR! video_232","https://www.youtube.com/watch?v=riafAPl5T3A"
"Neuroștiința Incertitudinii - Cum ne afectează creierul? video_233","https://www.youtube.com/watch?v=hLlWU3145p0"
"How the melting glaciers can cause the next epidemic STAR!!! video_234","https://www.youtube.com/watch?v=VWaVR5lAhtc"
"Dönüşen Dünya: Medya Devrimi video_235","https://www.youtube.com/watch?v=mohnrcJorBQ"
"Fark Yaratmak Nasıl Olur video_236","https://www.youtube.com/watch?v=8ELG0F_ASUY"
"Restoring Hope, One Thread at a Time STAR! video_237","https://www.youtube.com/watch?v=LlDkCZPMMzo"
"Finding Your Place: The Stage, Creativity & Path to Success STAR! video_238","https://www.youtube.com/watch?v=-TCr-0tF1Uw"
"The Shift Within: The Power of Presence STAR! video_239","https://www.youtube.com/watch?v=-jKVmfz0SOA"
"A Magia do Palco: A Riqueza Humana no Fazer Teatral video_240","https://www.youtube.com/watch?v=fR8BMXod0VY"
Title,URL
"A Coragem de Escutar Nossos Super-heróis video_241","https://www.youtube.com/watch?v=Pq4Pve-YPjw"
"Cambiare luce per cambiare prospettiva video_242","https://www.youtube.com/watch?v=gBPHqRDDr60"
"Speak up and transform our community video_243","https://www.youtube.com/watch?v=VEFM6gFrsgw"
"Ritrova il piacere: una nuova visione della sessualità STAR! video_244","https://www.youtube.com/watch?v=umYlw9nvtgI"
"Change Starts With Us: Becoming Global Citizens video_245","https://www.youtube.com/watch?v=uxmLjgaBQPg"
"Why Australians live 7 years longer than Americans video_246","https://www.youtube.com/watch?v=Lba5t17CWN0"
"Decision-Making Between 2 crucial Options video_247","https://www.youtube.com/watch?v=S1vlqXUgN2k"
"Leadership is not just about your skill set STAR! video_248","https://www.youtube.com/watch?v=eyfpdFy3ZHo"
"What Kind of Life Do You Want to Live? video_249","https://www.youtube.com/watch?v=jvJIgMWcyMw"
"Investing in Yourself in an Uncertain World video_250","https://www.youtube.com/watch?v=RY4BQFHAb4k"
"Oportunidades Astronómicas: estar en un lugar en el momento adecuado video_251","https://www.youtube.com/watch?v=h0sPa3A3V1A"
"Fast Talk: Comunicación 4.0 video_252","https://www.youtube.com/watch?v=egOvaJHd06A"
"機器人積木教育解鎖孩童的潛能 video_253","https://www.youtube.com/watch?v=hVH5kUNNPu0"
"Solo una grande alleanza può sconfiggere le malattie video_254","https://www.youtube.com/watch?v=L6uxBQBVdBU"
"The importance of a living legacy video_255","https://www.youtube.com/watch?v=nrMgVn358SM"
"Ένας Νομπελίστας ανά αμφιθέατρο STAR!! video_256","https://www.youtube.com/watch?v=BCB2OicoDMQ"
"Πως να ανέβεις στο βάθρο πατώντας play! video_257","https://www.youtube.com/watch?v=m5HIEBZtE9I"
"Η ΦΩΝΗ ΣΟΥ ΕΙΝΑΙ ΕΠΙΛΟΓΗ ΣΟΥ! STAR! video_258","https://www.youtube.com/watch?v=lIIGq099jiE"
"The power of presence video_259","https://www.youtube.com/watch?v=LNvXdP047Yg"
"«ΣΚΑΣΕ» Η φόρμουλα της απόλυτης επιτυχίας. video_260","https://www.youtube.com/watch?v=NKqnqJJQDmQ"
"How to Make Big Decisions in Challenging Circumstances STAR！！ video_261","https://www.youtube.com/watch?v=fHDy7Jzp-5I"


